transaction_id,card_number,transaction_date,transaction_amount,merchant_name,transaction_type,transaction_category,location,amount_before,amount_after,user,credit_risk
227,3538629709479449,10/1/2021,8564.43,Einti,purchase,bills,Suite 46,7344.08,15908.51,Frank,Medium Risk
228,3574523963053369,6/26/2021,3464.66,Muxo,refund,bills,Apt 775,9502.73,12967.39,Grace,High Risk
229,3583343055385523,10/25/2021,6976.41,Gabcube,refund,bills,Suite 57,8950.35,15926.76,Hannah,Medium Risk
230,5038926152615710535,6/5/2021,6947.12,Browsecat,purchase,dining,Suite 10,7311.45,14258.57,Ivy,Medium Risk
231,374622557499919,11/15/2021,508.27,Mymm,purchase,bills,PO Box 3957,348.31,856.58,John,Low Risk
232,374622070362909,12/21/2021,6547.86,Photofeed,purchase,entertainment,Suite 29,4155.19,10703.05,Alice,Medium Risk
233,63044393813529430,2/12/2021,4796.96,Jaxspan,purchase,bills,11th Floor,2181.5,6978.46,Bob,High Risk
234,3584108717638844,3/16/2021,1487.23,Tanoodle,withdrawal,bills,PO Box 13875,3873.13,5360.36,Charlie,Low Risk
235,3553813507289545,5/31/2021,9501.87,Divavu,purchase,entertainment,PO Box 29634,3918.47,13420.34,David,High Risk
236,3587771059215948,1/30/2021,2416.91,Oozz,purchase,dining,Room 1640,8856.88,11273.79,Eve,Medium Risk
237,201773433665568,5/23/2021,7830.73,Pixope,purchase,groceries,Suite 72,8910.27,16741.0,Frank,Medium Risk
238,374288493795230,8/30/2021,9949.39,Linklinks,purchase,dining,Apt 367,7193.21,17142.6,Grace,High Risk
239,5602210010227532,2/13/2021,4316.33,Oyope,purchase,entertainment,Room 1324,3204.13,7520.46,Hannah,Medium Risk
240,374622318262911,7/13/2021,2460.98,Thoughtbeat,withdrawal,groceries,Apt 809,8904.51,11365.49,Ivy,Medium Risk
241,5610176767644148,3/28/2021,4325.44,Meemm,purchase,entertainment,Suite 85,4814.53,9139.97,John,Low Risk
242,3553642313531513,11/24/2021,7871.78,Plajo,refund,bills,Room 152,3126.34,10998.12,Alice,Medium Risk
243,490316985089049633,7/14/2021,6891.81,Rhyzio,purchase,entertainment,6th Floor,5031.58,11923.39,Bob,High Risk
244,3532627582447695,6/19/2021,3379.37,Tagopia,refund,groceries,PO Box 48521,6587.86,9967.23,Charlie,Low Risk
245,3536429943122091,7/11/2021,1521.9,Edgepulse,purchase,entertainment,Apt 1976,5695.05,7216.95,David,High Risk
246,3533143258274438,12/26/2021,8137.18,Skyndu,purchase,entertainment,Apt 858,1140.7,9277.88,Eve,Medium Risk
247,5010123680606461,7/8/2021,1879.14,Youbridge,refund,dining,PO Box 33250,6474.97,8354.11,Frank,Medium Risk
248,337941827342816,10/9/2021,1241.86,Voolia,refund,dining,Suite 21,6562.18,7804.04,Grace,High Risk
249,5602215923371515000,8/9/2021,4165.49,Devpulse,withdrawal,dining,19th Floor,8551.18,12716.67,Hannah,Medium Risk
250,3557048452152481,7/22/2021,8210.84,Trilith,withdrawal,groceries,Suite 44,784.53,8995.37,Ivy,Medium Risk
251,56022100370160669,7/12/2021,6915.91,Livepath,purchase,groceries,Room 948,1253.32,8169.23,John,Low Risk
252,6771286511021080,10/27/2021,299.57,Devcast,withdrawal,bills,Room 1358,9702.84,10002.41,Alice,Medium Risk
253,3544903419797511,4/14/2021,990.12,Meevee,refund,bills,Apt 1196,662.43,1652.55,Bob,High Risk
254,6331103877201151214,9/26/2021,3794.15,Thoughtstorm,refund,bills,16th Floor,7599.52,11393.67,Charlie,Low Risk
255,6397136549491348,4/4/2021,2470.84,Wordify,withdrawal,entertainment,14th Floor,5665.41,8136.25,David,High Risk
256,3546985226807540,11/30/2021,5594.65,Tanoodle,purchase,bills,20th Floor,170.07,5764.72,Eve,Medium Risk
257,3587306935605333,8/15/2021,130.82,Oozz,withdrawal,groceries,Room 1371,2415.75,2546.57,Frank,Medium Risk
258,6304851560151454801,6/18/2021,4626.46,Linktype,purchase,entertainment,Apt 753,2145.98,6772.44,Grace,High Risk
259,3536394312814340,6/1/2021,3464.3,Blogpad,refund,groceries,Apt 858,9797.95,13262.25,Hannah,Medium Risk
260,6394842944868823,12/18/2021,4579.12,Realcube,withdrawal,entertainment,Suite 17,6189.48,10768.6,Ivy,Medium Risk
261,490571160663823031,4/12/2021,5021.26,Eadel,withdrawal,groceries,Apt 1842,3785.94,8807.2,John,Low Risk
262,3531215813843873,10/17/2021,7375.09,Talane,purchase,entertainment,PO Box 93012,3932.39,11307.48,Alice,Medium Risk
263,3549621574026642,3/13/2021,8156.04,Skinix,purchase,dining,Apt 1639,3833.32,11989.36,Bob,High Risk
264,3541860118318903,11/29/2021,6303.0,Topicblab,withdrawal,groceries,Room 1831,5369.64,11672.64,Charlie,Low Risk
265,6333093709718433306,6/4/2021,9061.14,Bubblebox,refund,bills,Apt 1880,6288.08,15349.22,David,High Risk
266,3540496292156644,6/14/2021,5427.39,Janyx,withdrawal,entertainment,Room 98,2838.77,8266.16,Eve,Medium Risk
267,372301368622231,12/14/2021,6290.49,Lajo,purchase,entertainment,PO Box 78575,9884.22,16174.71,Frank,Medium Risk
268,3536413734069588,6/4/2021,62.47,Yodel,refund,bills,Suite 98,7371.33,7433.8,Grace,High Risk
269,490556442000632435,6/11/2021,450.0,Tagcat,withdrawal,bills,PO Box 59246,3100.41,3550.41,Hannah,Medium Risk
270,5610682913936882,4/23/2021,1239.72,Zazio,refund,groceries,PO Box 42430,6145.2,7384.92,Ivy,Medium Risk
271,5893112467241640464,9/11/2021,2340.05,Fivespan,purchase,dining,PO Box 57420,9726.18,12066.23,John,Low Risk
272,3579624268818699,7/23/2021,3617.71,Dazzlesphere,withdrawal,entertainment,Suite 3,1701.98,5319.69,Alice,Medium Risk
273,3548542606473779,3/10/2021,3189.58,Katz,refund,bills,Apt 1363,9352.48,12542.06,Bob,High Risk
274,3550001085846539,8/17/2021,6494.98,Oba,purchase,bills,Room 544,2890.03,9385.01,Charlie,Low Risk
275,6706009306568277956,4/22/2021,2059.11,Skivee,withdrawal,entertainment,9th Floor,9311.82,11370.93,David,High Risk
276,3586710801851437,8/26/2021,6455.83,Aimbo,refund,dining,Apt 1875,4983.82,11439.65,Eve,Medium Risk
277,3566381291935439,4/18/2021,825.06,Quimba,refund,dining,Room 914,4997.85,5822.91,Frank,Medium Risk
278,5602243045731541,1/14/2021,3808.08,LiveZ,withdrawal,groceries,Room 1631,5107.65,8915.73,Grace,High Risk
279,3547178520568328,2/13/2021,2748.99,Ozu,withdrawal,bills,Apt 1762,9564.79,12313.78,Hannah,Medium Risk
280,3541099947952455,10/2/2021,8086.18,Gabtype,purchase,groceries,Apt 402,2260.91,10347.09,Ivy,Medium Risk
281,377408286416383,12/24/2021,378.88,Devbug,refund,bills,Suite 29,7019.85,7398.73,John,Low Risk
282,30458174104277,10/26/2021,2511.03,Rooxo,refund,dining,Room 1158,4048.18,6559.21,Alice,Medium Risk
283,676766360612609700,12/19/2021,8997.4,Tagcat,withdrawal,groceries,PO Box 71745,1845.42,10842.82,Bob,High Risk
284,676337908999405249,9/23/2021,1418.52,Realfire,purchase,groceries,Apt 2000,8686.52,10105.04,Charlie,Low Risk
285,5234533037408728,8/16/2021,2416.47,Feedmix,refund,dining,Room 1643,2732.09,5148.56,David,High Risk
286,3530209268198504,2/3/2021,6717.82,Quamba,refund,dining,Suite 44,6075.97,12793.79,Eve,Medium Risk
287,4905614226347369741,8/25/2021,1453.48,Izio,purchase,dining,Room 463,1759.26,3212.74,Frank,Medium Risk
288,374283959917725,11/11/2021,4656.9,Skinix,withdrawal,groceries,14th Floor,6100.91,10757.81,Grace,High Risk
289,60482771165566529,3/14/2021,158.73,Wikido,purchase,bills,Apt 1193,1115.36,1274.09,Hannah,Medium Risk
290,3542622279459721,4/25/2021,3588.73,Jaloo,refund,entertainment,PO Box 25694,4959.7,8548.43,Ivy,Medium Risk
291,560223992315970501,2/27/2021,9727.61,Flashpoint,refund,bills,PO Box 46745,9326.1,19053.71,John,Low Risk
292,3581632422332438,9/11/2021,6140.2,Meejo,refund,groceries,7th Floor,4993.13,11133.33,Alice,Medium Risk
293,4844236574193134,4/20/2021,2573.65,Tagpad,purchase,entertainment,PO Box 3689,3788.7,6362.35,Bob,High Risk
294,4844617688307456,11/3/2021,5536.55,Yodel,purchase,bills,5th Floor,1981.14,7517.69,Charlie,Low Risk
295,561043681713516273,3/7/2021,6254.89,Oyoba,refund,entertainment,Suite 36,9767.67,16022.56,David,High Risk
296,201900526530645,4/12/2021,17.3,Livefish,refund,entertainment,Suite 72,291.67,308.97,Eve,Medium Risk
297,4508481602264377,1/2/2021,2423.05,Quaxo,purchase,bills,Suite 48,99.73,2522.78,Frank,Medium Risk
298,5610754461524616,11/28/2021,7809.65,Oodoo,withdrawal,groceries,PO Box 92476,6914.31,14723.96,Grace,High Risk
299,30476096065137,7/10/2021,2227.38,Einti,purchase,bills,PO Box 99739,7287.32,9514.7,Hannah,Medium Risk
300,3574717222825282,9/20/2021,7634.79,Quinu,refund,groceries,PO Box 65924,1368.2,9002.99,Ivy,Medium Risk
301,5038477251601295,6/23/2021,4037.82,Thoughtmix,withdrawal,groceries,Apt 1502,7124.26,11162.08,John,Low Risk
302,3575883712440799,12/7/2021,9.03,Skyba,purchase,dining,Apt 1755,4524.28,4533.31,Alice,Medium Risk
303,3528621350925681,2/18/2021,8405.61,Eadel,purchase,bills,PO Box 122,5786.84,14192.45,Bob,High Risk
304,676173510465233340,10/21/2021,3019.1,Aimbu,withdrawal,bills,Room 595,4052.95,7072.05,Charlie,Low Risk
305,3532279037182244,6/1/2021,4292.8,Trudeo,purchase,dining,18th Floor,767.22,5060.02,David,High Risk
306,58937721808341652,6/22/2021,1160.75,Zoovu,refund,bills,Apt 272,8592.48,9753.23,Eve,Medium Risk
307,4041590550174059,5/3/2021,1433.42,Meedoo,refund,entertainment,14th Floor,7803.03,9236.45,Frank,Medium Risk
308,3585860990025425,5/6/2021,6634.66,Dabfeed,purchase,groceries,PO Box 17732,2872.17,9506.83,Grace,High Risk
309,491111673415526566,1/22/2021,5711.25,Gabtype,withdrawal,bills,PO Box 57661,2187.44,7898.69,Hannah,Medium Risk
310,604538432668654,5/29/2021,8015.49,Wikibox,purchase,bills,8th Floor,6668.31,14683.8,Ivy,Medium Risk
311,6762553164311832921,3/3/2021,2340.01,Yakijo,withdrawal,groceries,Suite 69,4749.97,7089.98,John,Low Risk
312,5048379374747948,4/10/2021,2760.28,Eabox,purchase,bills,PO Box 30779,3117.25,5877.53,Alice,Medium Risk
313,5641826476717425177,7/18/2021,6016.97,Quimba,withdrawal,dining,PO Box 47659,2638.04,8655.01,Bob,High Risk
314,3547501368588068,3/5/2021,6622.11,Photojam,withdrawal,entertainment,Room 1459,9588.93,16211.04,Charlie,Low Risk
315,4405788128451849,2/14/2021,5912.52,Yombu,withdrawal,dining,Suite 62,8209.61,14122.13,David,High Risk
316,3583759896351475,1/16/2021,5895.52,Meetz,withdrawal,dining,Room 859,1552.7,7448.22,Eve,Medium Risk
317,375952995029120,7/5/2021,691.95,Twimm,purchase,dining,Suite 78,6260.36,6952.31,Frank,Medium Risk
318,6385569129253015,1/11/2021,2364.8,Thoughtworks,refund,entertainment,PO Box 60947,6004.24,8369.04,Grace,High Risk
319,5602257369680795,7/17/2021,2504.87,Quatz,withdrawal,groceries,Suite 86,6773.44,9278.31,Hannah,Medium Risk
320,3541406972128762,7/19/2021,1726.33,Kare,withdrawal,entertainment,2nd Floor,3192.86,4919.19,Ivy,Medium Risk
321,6762509042156286,6/19/2021,6475.19,Oba,refund,entertainment,Room 611,291.2,6766.39,John,Low Risk
322,3575509532683173,5/27/2021,5021.15,Dabfeed,purchase,dining,Apt 1593,4342.78,9363.93,Alice,Medium Risk
323,6709252120328768,2/27/2021,508.77,Thoughtbridge,refund,groceries,1st Floor,7936.75,8445.52,Bob,High Risk
324,604005198341459556,1/13/2021,3937.82,Jaxnation,purchase,dining,15th Floor,6311.14,10248.96,Charlie,Low Risk
325,5641820066252029900,5/31/2021,5784.56,Brightdog,withdrawal,bills,Apt 1325,7846.63,13631.19,David,High Risk
326,337941299322643,1/22/2021,6747.43,Dablist,refund,bills,PO Box 10105,7308.85,14056.28,Eve,Medium Risk
327,3533933028006809,3/28/2021,3541.23,Fliptune,refund,groceries,12th Floor,1166.0,4707.23,Frank,Medium Risk
328,201407079208199,1/21/2021,7711.05,Tagopia,purchase,bills,Room 976,4192.8,11903.85,Grace,High Risk
329,3530649630126297,9/5/2021,3438.54,Abata,refund,groceries,4th Floor,5460.86,8899.4,Hannah,Medium Risk
330,378769804752719,3/25/2021,915.45,Vidoo,refund,groceries,Apt 1584,5116.81,6032.26,Ivy,Medium Risk
331,5007662799098107,11/22/2021,1528.24,Latz,withdrawal,groceries,Room 1700,1489.45,3017.69,John,Low Risk
332,30444518936293,8/19/2021,7006.93,InnoZ,purchase,bills,Apt 346,7992.6,14999.53,Alice,Medium Risk
333,3558446742566792,4/27/2021,8149.5,Photojam,withdrawal,dining,Room 1230,912.85,9062.35,Bob,High Risk
334,4917508273558268,11/3/2021,1004.56,Demizz,withdrawal,bills,Apt 743,1497.23,2501.79,Charlie,Low Risk
335,5893868597638708,1/7/2021,6544.16,Trilith,purchase,bills,PO Box 68788,1020.69,7564.85,David,High Risk
336,5002350703213229,7/10/2021,6358.52,Gabspot,purchase,bills,17th Floor,8096.71,14455.23,Eve,Medium Risk
337,3569813625399913,8/14/2021,440.15,Tagfeed,withdrawal,groceries,Suite 9,1526.12,1966.27,Frank,Medium Risk
338,67626764526279256,11/20/2021,3698.46,Yakitri,withdrawal,bills,PO Box 63095,4637.78,8336.24,Grace,High Risk
339,5010127340019429,12/1/2021,3826.66,Plambee,refund,groceries,PO Box 77721,3256.34,7083.0,Hannah,Medium Risk
340,3532545077952625,6/16/2021,2679.9,Twitterworks,refund,dining,18th Floor,7715.54,10395.44,Ivy,Medium Risk
341,5375756533375468,4/12/2021,4353.54,Kazio,purchase,dining,Suite 56,9929.31,14282.85,John,Low Risk
342,6331107010186691972,7/26/2021,780.66,Livetube,withdrawal,entertainment,Suite 66,7160.42,7941.08,Alice,Medium Risk
343,5602259285446129,1/26/2021,8143.05,Photolist,purchase,dining,Apt 36,3181.98,11325.03,Bob,High Risk
344,4844377991486717,2/5/2021,2397.38,Tagchat,purchase,dining,Suite 26,9639.25,12036.63,Charlie,Low Risk
345,3528279901015971,12/7/2021,7999.9,Flipbug,purchase,groceries,PO Box 25540,6044.63,14044.53,David,High Risk
346,5602224765381006,9/28/2021,2968.95,Aimbo,refund,bills,Apt 1226,7453.48,10422.43,Eve,Medium Risk
347,633468801907837680,9/17/2021,782.27,Babblestorm,withdrawal,groceries,Suite 45,4967.51,5749.78,Frank,Medium Risk
348,50185508673501668,4/4/2021,806.31,Yamia,refund,dining,7th Floor,9035.28,9841.59,Grace,High Risk
349,3561602729464204,5/24/2021,1376.16,Quire,purchase,dining,PO Box 96806,3495.76,4871.92,Hannah,Medium Risk
350,3532962710854524,3/26/2021,2898.69,Jabbersphere,refund,bills,PO Box 69456,500.82,3399.51,Ivy,Medium Risk
351,201979134306382,10/24/2021,1857.47,Jayo,purchase,entertainment,PO Box 97407,7921.26,9778.73,John,Low Risk
352,6378238508717508,5/26/2021,4349.29,Gabspot,purchase,groceries,PO Box 20199,6495.56,10844.85,Alice,Medium Risk
353,5002354317638821,6/3/2021,4850.23,Trupe,refund,groceries,Apt 1882,3924.73,8774.96,Bob,High Risk
354,67092804630275405,6/25/2021,2305.44,Wikibox,withdrawal,dining,Suite 4,5919.87,8225.31,Charlie,Low Risk
355,4903434337971577,7/2/2021,2352.42,Feedmix,withdrawal,groceries,12th Floor,3160.36,5512.78,David,High Risk
356,3579438869163441,5/21/2021,9587.89,Lazzy,withdrawal,bills,Apt 1757,3793.09,13380.98,Eve,Medium Risk
357,3558430787849701,2/5/2021,3604.39,Divape,withdrawal,groceries,PO Box 2271,5012.64,8617.03,Frank,Medium Risk
358,5007667829170438,3/23/2021,9845.26,Topicshots,withdrawal,dining,18th Floor,8091.05,17936.31,Grace,High Risk
359,201805477774763,12/2/2021,4859.78,Riffwire,refund,bills,Suite 63,5013.94,9873.72,Hannah,Medium Risk
360,5100148817850139,9/10/2021,4152.85,Mycat,refund,groceries,5th Floor,8871.77,13024.62,Ivy,Medium Risk
361,3588006346590921,7/19/2021,3203.07,Talane,refund,entertainment,1st Floor,8556.93,11760.0,John,Low Risk
362,30527218440523,5/30/2021,8538.92,Plajo,withdrawal,dining,13th Floor,2757.15,11296.07,Alice,Medium Risk
363,3542127620640755,6/25/2021,1024.55,Kimia,purchase,bills,19th Floor,1438.81,2463.36,Bob,High Risk
364,3565017591323360,10/30/2021,9230.74,Fivebridge,refund,entertainment,PO Box 20037,9769.34,19000.08,Charlie,Low Risk
365,676219893290464827,7/7/2021,9181.48,Thoughtbeat,purchase,groceries,13th Floor,2563.87,11745.35,David,High Risk
366,3545026220181458,7/6/2021,9649.24,Pixoboo,purchase,groceries,Apt 552,9224.51,18873.75,Eve,Medium Risk
367,3553058638825334,3/10/2021,8936.94,Devshare,purchase,bills,Suite 76,2387.86,11324.8,Frank,Medium Risk
368,3549783379869178,4/22/2021,2571.79,Brainverse,withdrawal,bills,Room 202,3872.94,6444.73,Grace,High Risk
369,5610305518143007,10/31/2021,3795.51,Chatterbridge,withdrawal,entertainment,PO Box 84910,8986.45,12781.96,Hannah,Medium Risk
370,5020817312616891,1/6/2021,2175.72,Realmix,refund,groceries,PO Box 47330,660.29,2836.01,Ivy,Medium Risk
371,56022502986134378,12/29/2021,1796.13,Twinder,purchase,dining,Room 1595,737.49,2533.62,John,Low Risk
372,604250263562689,10/7/2021,7824.82,Wordpedia,refund,bills,PO Box 67881,2375.51,10200.33,Alice,Medium Risk
373,5439943078687606,5/5/2021,1714.12,Feednation,purchase,entertainment,Apt 1892,1541.17,3255.29,Bob,High Risk
374,3553742417274943,12/30/2021,466.36,Meezzy,purchase,entertainment,PO Box 93728,5606.8,6073.16,Charlie,Low Risk
375,3568747153291442,3/21/2021,2332.65,Realbuzz,purchase,dining,PO Box 39890,9427.14,11759.79,David,High Risk
376,4911902403536185647,5/6/2021,7876.0,Skibox,purchase,dining,PO Box 92665,896.96,8772.96,Eve,Medium Risk
377,3537920469819713,3/13/2021,302.72,Jabberbean,withdrawal,dining,Suite 94,9510.68,9813.4,Frank,Medium Risk
378,3554162439113368,4/19/2021,1036.45,Voomm,purchase,dining,8th Floor,9125.2,10161.65,Grace,High Risk
379,3539668956888521,5/3/2021,8617.04,Plambee,withdrawal,bills,PO Box 72328,2061.18,10678.22,Hannah,Medium Risk
380,3570482997920693,12/23/2021,2535.55,Buzzster,refund,entertainment,Room 974,5226.63,7762.18,Ivy,Medium Risk
381,201482806676521,3/17/2021,8413.01,Skibox,withdrawal,groceries,8th Floor,9982.77,18395.78,John,Low Risk
382,3583403342290652,1/4/2021,767.36,Bluejam,purchase,groceries,Suite 5,8180.65,8948.01,Alice,Medium Risk
383,3564909962932079,12/21/2021,4050.69,DabZ,withdrawal,groceries,Suite 89,2448.78,6499.47,Bob,High Risk
384,5547196822339755,4/23/2021,8565.61,Gabtune,purchase,groceries,Apt 1028,1850.97,10416.58,Charlie,Low Risk
385,3561371927958900,4/6/2021,5432.71,Oyope,withdrawal,entertainment,Room 454,8661.53,14094.24,David,High Risk
386,6372536687641498,3/11/2021,8097.95,Yakijo,purchase,entertainment,Suite 63,537.78,8635.73,Eve,Medium Risk
387,3586808767622667,4/28/2021,3451.81,Trilith,purchase,bills,11th Floor,2996.21,6448.02,Frank,Medium Risk
388,5478241755231588,4/24/2021,9297.87,Buzzster,withdrawal,entertainment,7th Floor,5754.71,15052.58,Grace,High Risk
389,6759804404249869,3/23/2021,1729.95,Rhycero,refund,dining,Apt 917,143.72,1873.67,Hannah,Medium Risk
390,374283726950413,8/10/2021,7264.88,Fiveclub,refund,groceries,Room 1149,3681.57,10946.45,Ivy,Medium Risk
391,374622843636746,3/10/2021,2963.56,Dabtype,purchase,entertainment,Suite 40,7577.03,10540.59,John,Low Risk
392,5610879839817097488,12/6/2021,6959.26,Zooveo,refund,dining,Suite 94,7394.75,14354.01,Alice,Medium Risk
393,3562376494710583,10/7/2021,2391.26,Jaxbean,purchase,groceries,Suite 71,8147.21,10538.47,Bob,High Risk
394,3561439917863461,5/8/2021,6549.93,Livetube,withdrawal,groceries,Suite 84,8206.18,14756.11,Charlie,Low Risk
395,30011644530710,7/11/2021,328.6,Tagfeed,purchase,dining,5th Floor,3171.52,3500.12,David,High Risk
396,5007660560198510,8/30/2021,1347.51,Wordtune,refund,groceries,Room 1506,634.48,1981.99,Eve,Medium Risk
397,3540373278324175,6/1/2021,1052.83,Gabtype,refund,groceries,Room 885,637.51,1690.34,Frank,Medium Risk
398,3567954165067288,6/19/2021,4925.2,Mymm,withdrawal,bills,Room 708,6344.05,11269.25,Grace,High Risk
399,3584686952784464,8/10/2021,4445.67,Twimm,withdrawal,dining,Room 253,4145.46,8591.13,Hannah,Medium Risk
400,3575359222123209,9/25/2021,3842.9,Realbridge,withdrawal,entertainment,2nd Floor,8106.35,11949.25,Ivy,Medium Risk
401,503892252524065142,8/31/2021,5890.74,Vinte,withdrawal,dining,Apt 923,5852.52,11743.26,John,Low Risk
402,6771231383013575,3/17/2021,4050.55,Skilith,withdrawal,dining,PO Box 91369,6086.85,10137.4,Alice,Medium Risk
403,3569960805770890,11/11/2021,4697.32,Oloo,refund,dining,PO Box 1554,5576.18,10273.5,Bob,High Risk
404,6304458322923319,2/28/2021,503.18,Eayo,purchase,entertainment,Apt 1489,111.16,614.34,Charlie,Low Risk
405,3555518090798921,8/21/2021,8429.61,Brainsphere,refund,groceries,Apt 456,6432.85,14862.46,David,High Risk
406,3567800588097107,8/3/2021,4971.26,Cogibox,purchase,bills,Room 1121,2294.27,7265.53,Eve,Medium Risk
407,5641827985878580975,5/6/2021,3895.55,Tagfeed,withdrawal,entertainment,Suite 21,7689.33,11584.88,Frank,Medium Risk
408,56022372706276598,7/4/2021,6930.29,Buzzshare,refund,entertainment,Room 255,865.73,7796.02,Grace,High Risk
409,4041379961279,11/22/2021,6702.63,Myworks,withdrawal,bills,PO Box 40081,1165.27,7867.9,Hannah,Medium Risk
410,201551746966612,7/15/2021,9755.49,Twitterlist,refund,entertainment,Suite 71,2072.04,11827.53,Ivy,Medium Risk
411,589324842279100867,10/1/2021,2148.5,Ooba,withdrawal,dining,PO Box 98623,9091.72,11240.22,John,Low Risk
412,3530603302453679,12/1/2021,2675.76,Rhynyx,withdrawal,entertainment,Suite 85,7095.49,9771.25,Alice,Medium Risk
413,6334920751570907,9/20/2021,9454.05,Eimbee,purchase,dining,PO Box 79117,2750.02,12204.07,Bob,High Risk
414,560221180776545655,1/2/2021,523.27,Shufflebeat,purchase,groceries,Apt 1330,7801.98,8325.25,Charlie,Low Risk
415,30470272492249,3/30/2021,7457.9,Bubbletube,purchase,dining,Apt 1845,8951.43,16409.33,David,High Risk
416,3563685456054338,4/10/2021,8110.61,Skimia,withdrawal,groceries,Suite 69,794.35,8904.96,Eve,Medium Risk
417,3571636342108515,7/20/2021,4858.5,Skinix,purchase,bills,Room 1280,9015.34,13873.84,Frank,Medium Risk
418,5602210696262167,1/18/2021,7458.96,Katz,withdrawal,entertainment,11th Floor,2098.69,9557.65,Grace,High Risk
419,3568970176558296,11/21/2021,5702.48,Oloo,withdrawal,entertainment,Suite 77,8424.28,14126.76,Hannah,Medium Risk
420,372301874389259,1/27/2021,8343.29,Skinte,withdrawal,dining,Suite 19,8630.8,16974.09,Ivy,Medium Risk
421,3585551865259674,2/11/2021,5444.99,Thoughtstorm,withdrawal,entertainment,Apt 189,2620.6,8065.59,John,Low Risk
422,201973376739152,3/1/2021,6250.49,Roodel,purchase,bills,Suite 4,4497.52,10748.01,Alice,Medium Risk
423,5610613292896704056,10/27/2021,2509.65,Bubbletube,purchase,dining,Suite 30,4841.01,7350.66,Bob,High Risk
424,3551094131368516,4/16/2021,3278.3,Eadel,refund,bills,Suite 58,9285.66,12563.96,Charlie,Low Risk
425,5100136971692413,1/17/2021,7699.97,Yoveo,refund,dining,Apt 88,9273.81,16973.78,David,High Risk
426,3532122514787129,12/1/2021,4685.27,Yakijo,withdrawal,dining,PO Box 14287,5546.83,10232.1,Eve,Medium Risk
427,201477850605632,8/8/2021,571.25,Lajo,refund,entertainment,Suite 84,5220.27,5791.52,Frank,Medium Risk
428,3566132997444022,2/19/2021,6934.81,Photolist,refund,dining,Apt 1898,2610.26,9545.07,Grace,High Risk
429,4405686078300695,3/28/2021,1013.28,Bubblebox,withdrawal,entertainment,3rd Floor,5005.02,6018.3,Hannah,Medium Risk
430,5440638202591875,9/11/2021,7884.75,Quire,withdrawal,groceries,PO Box 79268,4346.67,12231.42,Ivy,Medium Risk
431,5002358733353493,10/13/2021,6958.69,Skimia,withdrawal,dining,Suite 77,4413.34,11372.03,John,Low Risk
432,201980871798666,2/5/2021,6836.06,Trilith,refund,entertainment,Apt 1303,5775.49,12611.55,Alice,Medium Risk
433,374622491078746,2/20/2021,6096.63,Brainverse,refund,groceries,Suite 88,8220.73,14317.36,Bob,High Risk
434,67621517959876971,5/1/2021,8176.68,Kayveo,withdrawal,groceries,Suite 28,1964.48,10141.16,Charlie,Low Risk
435,5591806862425760,12/5/2021,6933.75,Youbridge,refund,entertainment,Apt 217,9488.52,16422.27,David,High Risk
436,3528724270156799,8/19/2021,6024.39,Skinder,refund,entertainment,20th Floor,2600.97,8625.36,Eve,Medium Risk
437,3565098651489374,3/12/2021,5445.95,Ozu,purchase,groceries,Suite 5,2858.55,8304.5,Frank,Medium Risk
438,6376725575458489,3/30/2021,7330.78,Jabbersphere,withdrawal,bills,Apt 650,8266.24,15597.02,Grace,High Risk
439,4175006555405263,1/21/2021,997.04,Twimm,refund,dining,Room 1142,4301.24,5298.28,Hannah,Medium Risk
440,3548093527247058,11/2/2021,2109.95,Eamia,purchase,entertainment,PO Box 71890,5866.13,7976.08,Ivy,Medium Risk
441,5641827399737101884,5/16/2021,3274.27,Trilia,refund,dining,Suite 12,3467.4,6741.67,John,Low Risk
442,5602227682902522572,12/1/2021,6087.2,Livepath,purchase,bills,PO Box 86509,9734.43,15821.63,Alice,Medium Risk
443,63042738677581137,1/31/2021,213.5,Rhynoodle,withdrawal,bills,Room 1211,9576.25,9789.75,Bob,High Risk
444,3543935236853946,4/28/2021,7408.6,Podcat,withdrawal,bills,Apt 16,6931.3,14339.9,Charlie,Low Risk
445,5581504182922929,5/27/2021,7834.04,Skidoo,withdrawal,groceries,16th Floor,8611.53,16445.57,David,High Risk
446,3543803492943704,1/13/2021,1910.88,Topicstorm,purchase,entertainment,Room 1331,3649.04,5559.92,Eve,Medium Risk
447,374622480257574,4/10/2021,9217.46,Mynte,purchase,entertainment,Apt 985,2027.08,11244.54,Frank,Medium Risk
448,3548780643657091,9/12/2021,6818.21,Quamba,withdrawal,entertainment,Apt 1568,4697.18,11515.39,Grace,High Risk
449,4606010338127,9/28/2021,4774.1,Mydo,refund,groceries,Room 1049,7247.76,12021.86,Hannah,Medium Risk
450,5602233484856677,2/27/2021,5237.55,Browsetype,purchase,dining,Apt 85,2104.93,7342.48,Ivy,Medium Risk
451,3577211948405295,9/9/2021,5015.06,Gigazoom,purchase,groceries,Suite 58,2707.38,7722.44,John,Low Risk
452,6304737914414686271,5/30/2021,6894.44,Photobug,refund,groceries,Room 1096,4085.39,10979.83,Alice,Medium Risk
453,633430306767997025,7/14/2021,3420.92,Jatri,withdrawal,dining,10th Floor,12.32,3433.24,Bob,High Risk
454,560221956376023650,1/21/2021,3543.05,Zoovu,withdrawal,groceries,PO Box 84621,729.38,4272.43,Charlie,Low Risk
